Scientific name,Common name,"IUCN Red List(2019)Category","IUCN RedList (2020)Category","Reason forchange","Red Listversion"
"",,,,,
MAMMALS (Mammalia),,,,,
Apristurus gibbosus,Humpback Catshark,DD,LC,N,2020-3
Apristurus herklotsi,Longfin Catshark,DD,LC,N,2020-3
Apristurus internatus,Shortnose Demon Catshark,DD,LC,N,2020-3
Apristurus investigatoris,Broadnose Catshark,DD,LC,N,2020-3
Apristurus laurussonii,Iceland Catshark,DD,LC,N,2020-3
Apristurus macrostomus,Broadmouth Catshark,DD,LC,N,2020-3
Apristurus micropterygeus,Smalldorsal Catshark,DD,LC,N,2020-3
Apristurus nasutus,Largenose Catshark,DD,LC,N,2020-3
Apristurus parvipinnis,Smallfin Catshark,DD,LC,N,2020-3
Apristurus profundorum,Deepwater Catshark,DD,LC,N,2020-3
Apristurus riveri,Broadgill Catshark,DD,LC,N,2020-3
Apristurus sibogae,Pale Catshark,DD,LC,N,2020-3
Apristurus stenseni,Panama Ghost Catshark,DD,LC,N,2020-3
Atlantoraja castelnaui,Spotback Skate,EN,CR,N,2020-3
Atlantoraja cyclophora,Eyespot Skate,VU,EN,N,2020-3
Atlantoraja platana,La Plata Skate,VU,EN,N,2020-3
Bathyraja aguja,Aguja Skate,DD,LC,N,2020-3
Bathyraja brachyurops,Broadnose Skate,LC,NT,N,2020-3
Bathyraja eatonii,Eaton's Skate,DD,LC,N,2020-3
Bathyraja irrasa,Kerguelen Sandpaper Skate,NT,VU,N,2020-3
Bathyraja kincaidii,Sandpaper Skate,DD,LC,N,2020-3
Bathyraja longicauda,Slimtail Skate,DD,LC,N,2020-3
Bathyraja maccaini,McCain's Skate,NT,LC,N,2020-3
Bathyraja magellanica,Magellan Skate,DD,LC,N,2020-3
Bathyraja matsubarai,Duskypurple Skate,DD,LC,N,2020-3
Bathyraja meridionalis,Darkbelly Skate,DD,LC,N,2020-3
Bathyraja murrayi,Murray's Skate,NT,LC,N,2020-3
Bathyraja peruana,Peruvian Skate,DD,LC,N,2020-3
Bathyraja scaphiops,Cuphead Skate,NT,LC,N,2020-3
Bathyraja schroederi,Whitemouth Skate,DD,LC,N,2020-3
Bathyraja smirnovi,Golden Skate,LC,NT,N,2020-3
Bathyraja trachouros,Eremo Skate,LC,NT,N,2020-3
Bathyraja violacea,Okhotsk Skate,DD,LC,N,2020-3
Bathytoshia centroura,Roughtail Stingray,LC,VU,N,2020-3
Beringraja cortezensis,Cortez Skate,DD,LC,N,2020-3
Beringraja pulchra,Mottled Skate,VU,EN,G,2020-3
Breviraja claramaculata,Brightspot Skate,DD,LC,N,2020-3
Breviraja colesi,Lightnose Skate,DD,LC,N,2020-3
Breviraja mouldi,Mould's Skate,DD,LC,N,2020-3
Breviraja nigriventralis,Blackbelly Skate,DD,LC,N,2020-3
Breviraja spinosa,Spinose Skate,DD,LC,N,2020-3
Bythaelurus canescens,Dusky Catshark,DD,VU,N,2020-3
Bythaelurus immaculatus,Spotless Catshark,DD,LC,N,2020-3
Callorhinchus callorynchus,American Elephantfish,LC,VU,N,2020-2
Carcharhinus altimus,Bignose Shark,DD,NT,N,2020-3
Carcharhinus amblyrhynchos,Grey Reef Shark,NT,EN,N,2020-3
Carcharhinus brachyurus,Copper Shark,NT,VU,N,2020-3
Carcharhinus brevipinna,Spinner Shark,NT,VU,N,2020-3
Carcharhinus cautus,Nervous Shark,DD,LC,N,2020-2
Carcharhinus melanopterus,Blacktip Reef Shark,NT,VU,N,2020-3
Carcharhinus porosus,Smalltail Shark,DD,CR,N,2020-3
Centrophorus atromarginatus,Dwarf Gulper Shark,DD,CR,N,2020-3
Centrophorus isodon,Blackfin Gulper Shark,DD,EN,N,2020-3
Centrophorus moluccensis,Endeavour Dogfish,DD,VU,N,2020-3
Centrophorus squamosus,Leafscale Gulper Shark,VU,EN,N,2020-3
Centrophorus uyato,Little Gulper Shark,DD,EN,N,2020-3
Centroscyllium granulatum,Granular Dogfish,DD,VU,N,2020-3
Centroscyllium nigrum,Combtooth Dogfish,DD,LC,N,2020-3
Centroscyllium ornatum,Ornate Dogfish,DD,LC,N,2020-3
Centroselachus crepidater,Longnose Velvet Dogfish,LC,NT,N,2020-3
Cephaloscyllium fasciatum,Reticulated Swellshark,DD,CR,N,2020-3
Cephaloscyllium silasi,Indian Swellshark,DD,CR,N,2020-3
Cephaloscyllium sufflans,Balloon Shark,LC,NT,N,2020-2
Cephalurus cephalus,Lollipop Catshark,DD,LC,N,2020-3
Chiloscyllium burmensis,Burmese Bambooshark,DD,VU,N,2020-3
Chiloscyllium griseum,Grey Bamboo Shark,NT,VU,N,2020-3
Chiloscyllium hasselti,Indonesian Bambooshark,NT,EN,N,2020-3
Chiloscyllium indicum,Slender Bambooshark,NT,VU,N,2020-3
Chimaera bahamaensis,Bahamas Ghostshark,DD,LC,N,2020-2
Chimaera cubana,Cuban Chimaera,DD,LC,N,2020-2
Chimaera monstrosa,Rabbitfish,NT,VU,N,2020-2
Chimaera obscura,Shortspine Chimaera,DD,LC,N,2020-2
Chimaera panthera,Leopard Chimaera,DD,LC,N,2020-2
Chimaera phantasma,Silver Chimaera,DD,VU,N,2020-2
Cirrhigaleus barbifer,Mandarin Shark,DD,LC,N,2020-3
Cirrhoscyllium formosanum,Taiwan Saddled Carpetshark,DD,VU,N,2020-3
Cruriraja atlantis,Atlantic Pygmy Skate,DD,LC,N,2020-3
Cruriraja cadenati,Broadfoot Pygmy Skate,DD,LC,N,2020-3
Cruriraja poeyi,Poey's Pygmy Skate,DD,LC,N,2020-3
Cruriraja rugosa,Rough Pygmy Skate,DD,LC,N,2020-3
Dactylobatus clarkii,Hook Skate,DD,LC,N,2020-3
Dasyatis chrysonota,Blue Stingray,LC,NT,N,2020-2
Dasyatis hypostigma,Groovebelly Stingray,DD,EN,N,2020-3
Deania calcea,Birdbeak Dogfish,LC,NT,N,2020-3
Deania profundorum,Arrowhead Dogfish,LC,NT,N,2020-3
Deania quadrispinosa,Longsnout Dogfish,NT,VU,N,2020-3
Diplobatis ommata,Pacific Dwarf Numbfish,VU,LC,N,2020-3
Dipturus bullisi,Tortugas Skate,DD,LC,N,2020-3
Dipturus chilensis,Yellownose Skate,VU,EN,N,2020-3
Dipturus garricki,San Blas Skate,DD,LC,N,2020-3
Dipturus laevis,Barndoor Skate,EN,LC,G,2020-3
Dipturus leptocaudus,Thintail Skate,DD,VU,N,2020-3
Dipturus mennii,Menni's Skate,VU,CR,N,2020-3
Dipturus olseni,Spreadfin Skate,DD,LC,N,2020-3
Dipturus oregoni,Hooktail Skate,DD,LC,N,2020-3
Dipturus teevani,Caribbean Skate,DD,LC,N,2020-3
Discopyge tschudii,Apron Numbfish,NT,LC,N,2020-3
Echinorhinus brucus,Bramble Shark,DD,EN,N,2020-3
Eridacnis barbouri,Cuban Ribbontail Catshark,DD,LC,N,2020-3
Etmopterus bullisi,Lined Lanternshark,DD,LC,N,2020-3
Etmopterus burgessi,Broadnose Lanternshark,DD,LC,N,2020-3
Etmopterus carteri,Cylindrical Lanternshark,DD,LC,N,2020-3
Etmopterus decacuspidatus,Combtooth Lanternshark,DD,LC,N,2020-3
Etmopterus litvinovi,Smalleye Lanternshark,DD,LC,N,2020-3
Etmopterus perryi,Dwarf Lanternshark,DD,LC,N,2020-3
Etmopterus princeps,Great Lanternshark,DD,LC,N,2020-3
Etmopterus pycnolepis,Densescale Lanternshark,DD,LC,N,2020-3
Etmopterus sheikoi,Rasptooth Dogfish,DD,LC,N,2020-3
Etmopterus splendidus,Splendid Lanternshark,DD,LC,N,2020-3
Fenestraja atripinna,Blackfin Pygmy Skate,DD,LC,N,2020-3
Fenestraja cubensis,Cuban Pygmy Skate,DD,LC,N,2020-3
Fenestraja ishiyamai,Plain Pygmy Skate,DD,LC,N,2020-3
Fenestraja mamillidens,Prickly Skate,DD,LC,N,2020-3
Fenestraja plutonia,Pluto Pygmy Skate,DD,LC,N,2020-3
Fenestraja sinusmexicanus,Gulf Pygmy Skate,DD,LC,N,2020-3
Fontitrygon colarensis,Colares Stingray,VU,CR,N,2020-3
Fontitrygon geijskesi,Wingfin Stingray,NT,CR,N,2020-3
Galeorhinus galeus,Tope,VU,CR,N,2020-2
Galeus antillensis,Antilles Catshark,DD,LC,N,2020-3
Galeus cadenati,Longfin Sawtail Catshark,DD,LC,N,2020-3
Galeus sauteri,Blacktip Sawtail Catshark,DD,LC,N,2020-3
Galeus schultzi,Dwarf Sawtail Catshark,DD,LC,N,2020-3
Galeus springeri,Springer's Sawtail Catshark,DD,LC,N,2020-3
Gurgesiella atlantica,Atlantic Finless Skate,DD,LC,N,2020-3
Gymnura crebripunctata,Mazatlan Butterfly Ray,DD,NT,N,2020-3
Gymnura marmorata,California Butterfly Ray,LC,NT,N,2020-3
Halaelurus buergeri,Blackspotted Catshark,DD,EN,N,2020-3
Halaelurus maculosus,Indonesian Speckled Catshark,LC,NT,N,2020-3
Halaelurus natalensis,Tiger Catshark,DD,VU,N,2020-2
Haploblepharus edwardsii,Happy Eddie,NT,EN,N,2020-2
Hemiscyllium galei,Gale's Epaulette Shark,DD,VU,N,2020-3
Hemiscyllium henryi,Henry's Epaulette Shark,DD,VU,N,2020-3
Hemiscyllium michaeli,Michael's Epaulette Shark,NT,VU,N,2020-3
Hemitriakis complicofasciata,Ocellate Topeshark,DD,VU,N,2020-3
Hemitrygon bennetti,Bennett's Stingray,DD,VU,N,2020-3
Hemitrygon laevigata,Yantai Stingray,NT,VU,N,2020-3
Hemitrygon navarrae,Blackfish Stingray,DD,VU,N,2020-3
Hemitrygon sinensis,Chinese Stingray,DD,EN,N,2020-3
Heterodontus mexicanus,Mexican Hornshark,DD,LC,N,2020-3
Heterodontus quoyi,Galápagos Bullhead Shark,DD,LC,N,2020-3
Heteronarce garmani,Natal Sleeper Ray,VU,NT,N,2020-2
Hexanchus nakamurai,Bigeyed Sixgill Shark,DD,NT,N,2020-3
Hongeo koreana,Korean Skate,DD,CR,N,2020-3
Hydrolagus africanus,African Chimaera,DD,LC,N,2020-2
Hydrolagus alberti,Gulf Chimaera,DD,LC,N,2020-2
Hydrolagus alphus,Whitespot Ghostshark,DD,LC,N,2020-2
Hydrolagus macrophthalmus,Bigeye Chimaera,DD,LC,N,2020-2
Hydrolagus matallanasi,Striped Rabbitfish,DD,VU,N,2020-2
Hydrolagus mccoskeri,Galapagos Ghostshark,DD,LC,N,2020-2
Hydrolagus mirabilis,Large-eyed Rabbitfish,NT,LC,N,2020-2
Hydrolagus mitsukurii,Mitsukuri's Chimaera,DD,NT,N,2020-2
Hydrolagus purpurescens,Purple Chimaera,DD,LC,N,2020-2
Hypanus americanus,Southern Stingray,DD,NT,N,2020-3
Hypanus dipterurus,Diamond Stingray,DD,VU,N,2020-3
Hypanus guttatus,Longnose Stingray,DD,NT,N,2020-3
Hypanus longus,Longtail Stingray,DD,VU,N,2020-3
Hypanus marianae,Large-eye Stingray,DD,EN,N,2020-3
Hypanus say,Bluntnose Stingray,LC,NT,N,2020-3
Leucoraja erinacea,Little Skate,NT,LC,N,2020-3
Leucoraja lentiginosa,Freckle Skate,DD,LC,N,2020-3
Leucoraja wallacei,Yellowspotted Skate,LC,VU,N,2020-2
Leucoraja yucatanensis,Yucatán Skate,DD,LC,N,2020-3
Maculabatis gerrardi,Whitespotted Whipray,VU,EN,N,2020-3
Maculabatis pastinacoides,Round Whipray,VU,EN,N,2020-3
Malacoraja obscura,Brazilian Soft Skate,DD,LC,N,2020-3
Malacoraja senta,Smooth Skate,EN,VU,G,2020-3
Mobula birostris,Giant Manta Ray,VU,EN,N,2020-3
Mobula eregoodoo,Longhorned Pygmy Devil Ray,NT,EN,N,2020-2
Mobula kuhlii,Shortfin Devilray,DD,EN,N,2020-2
Mollisquama parini,Pocket Shark,DD,LC,N,2020-3
Mustelus albipinnis,White-margin Fin Smoothhound,DD,LC,N,2020-3
Mustelus dorsalis,Sharptooth Smoothhound,DD,VU,N,2020-3
Mustelus griseus,Spotless Smooth-hound,DD,EN,N,2020-3
Mustelus higmani,Smalleye Smoothhound,LC,EN,N,2020-3
Mustelus manazo,Starspotted Smooth-hound,DD,EN,N,2020-3
Mustelus mento,Speckled Smoothhound,NT,CR,N,2020-3
Mustelus minicanis,Venezuelan Dwarf Smoothhound,DD,EN,N,2020-2
Mustelus palumbes,Whitespot Smoothhound,DD,LC,N,2020-2
Mustelus schmitti,Narrownose Smoothhound,EN,CR,N,2020-3
Mustelus whitneyi,Humpback Smoothhound,VU,CR,N,2020-3
Myliobatis chilensis,Chilean Eagle Ray,DD,VU,N,2020-3
Myliobatis freminvillii,Bullnose Eagle Ray,DD,VU,N,2020-3
Myliobatis goodei,Southern Eagle Ray,DD,VU,N,2020-3
Myliobatis longirostris,Longnose Eagle Ray,NT,VU,N,2020-3
Myliobatis peruvianus,Peruvian Eagle Ray,DD,VU,N,2020-3
Narcine brasiliensis,Lesser Numbfish,DD,NT,N,2020-3
Narcine entemedor,Cortez Numbfish,DD,VU,N,2020-3
Narcine leoparda,Leopard Numbfish,NT,VU,N,2020-3
Narcine lingula,Chinese Numbfish,DD,VU,N,2020-3
Narcine maculata,Smallspot Numbfish,DD,VU,N,2020-3
Nasolamia velox,Whitenose Shark,DD,EN,N,2020-3
Neoharriotta carri,Dwarf Sicklefin Chimaera,DD,NT,N,2020-2
Neoharriotta pinnata,Sicklefin Chimaera,DD,NT,N,2020-2
Neoraja carolinensis,Carolina Dwarf Skate,DD,LC,N,2020-3
Notoraja tobitukai,Leadhued Skate,DD,LC,N,2020-3
Notorynchus cepedianus,Broadnose Sevengill Shark,DD,VU,N,2020-3
Okamejei boesemani,Boeseman's Skate,DD,VU,N,2020-3
Okamejei hollandi,Yellow Spotted Skate,DD,VU,N,2020-3
Orbiraja powelli,Indian Ring Skate,DD,NT,N,2020-3
Orectolobus japonicus,Japanese Wobbegong,DD,LC,N,2020-3
Oxynotus caribbaeus,Caribbean Roughshark,DD,LC,N,2020-3
Paragaleus leucolomatus,Whitetip Weasel Shark,DD,VU,N,2020-2
Paragaleus tengi,Straight-tooth Weasel Shark,DD,EN,N,2020-3
Parmaturus campechiensis,Campeche Catshark,DD,LC,N,2020-3
Parmaturus melanobranchus,Blackgill Catshark,DD,LC,N,2020-3
Pateobatis uarnacoides,Whitenose Whipray,VU,EN,N,2020-3
Pentanchus profundicolus,Onefin Catshark,DD,LC,N,2020-3
Pliotrema warreni,Warren's Sixgill Sawshark,NT,LC,N,2020-3
Poroderma africanum,Pyjama Shark,NT,LC,N,2020-2
Poroderma pantherinum,Leopard Catshark,DD,LC,N,2020-2
Pristiophorus schroederi,Bahamas Sawshark,DD,LC,N,2020-3
Proscyllium habereri,Graceful Catshark,DD,VU,N,2020-3
Psammobatis lentiginosa,Freckle Sandskate,DD,LC,N,2020-3
Psammobatis normani,Shortfin Sandskate,DD,LC,N,2020-3
Psammobatis rudis,Smallthorn Sandskate,DD,LC,N,2020-3
Psammobatis rutrum,Spade Sandskate,DD,LC,N,2020-3
Psammobatis scobina,Raspthorn Sandskate,DD,LC,N,2020-3
Pseudobatos glaucostigmus,Speckled Guitarfish,DD,VU,N,2020-3
Pseudobatos lentiginosus,Freckled Guitarfish,NT,VU,N,2020-3
Pseudobatos leucorhynchus,Whitesnout Guitarfish,NT,VU,N,2020-3
Pseudobatos percellens,Chola Guitarfish,NT,EN,N,2020-3
Pseudobatos planiceps,Pacific Guitarfish,DD,VU,N,2020-3
Pseudobatos prahli,Gorgona Guitarfish,DD,VU,N,2020-3
Pseudoraja fischeri,Fanfin Skate,DD,LC,N,2020-3
Rajella annandalei,Annandale's Skate,DD,LC,N,2020-3
Rajella eisenhardti,Galápagos Skate,DD,LC,N,2020-3
Rhinobatos hynnicephalus,Ringed Guitarfish,NT,EN,N,2020-3
Rhinoptera bonasus,American Cownose Ray,NT,VU,N,2020-3
Rhinoptera brasiliensis,Brazilian Cownose Ray,EN,VU,N,2020-3
Rhinoraja longicauda,Whitebelly Skate,LC,NT,N,2020-3
Rhizoprionodon acutus,Milk Shark,LC,VU,N,2020-3
Rhizoprionodon lalandii,Brazilian Sharpnose Shark,DD,VU,N,2020-3
Rhizoprionodon longurio,Pacific Sharpnose Shark,DD,VU,N,2020-3
Rostroraja ackleyi,Ocellate Skate,DD,LC,N,2020-3
Rostroraja bahamensis,Bahama Skate,DD,LC,N,2020-3
Rostroraja equatorialis,Equatorial Skate,DD,VU,N,2020-3
Rostroraja texana,Roundel Skate,DD,LC,N,2020-3
Rostroraja velezi,Rasptail Skate,DD,VU,N,2020-3
Schroederichthys bivius,Narrowmouth Catshark,DD,LC,N,2020-3
Schroederichthys chilensis,Chilean Catshark,DD,LC,N,2020-3
Schroederichthys tenuis,Slender Catshark,DD,LC,N,2020-3
Schroederobatis americana,American Legskate,DD,LC,N,2020-3
Scyliorhinus hesperius,Whitesaddled Catshark,DD,LC,N,2020-3
Scyliorhinus meadi,Blotched Catshark,DD,LC,N,2020-3
Scymnodalatias oligodon,Sparsetooth Dogfish,DD,LC,N,2020-3
Scymnodon ringens,Knifetooth Dogfish,DD,VU,N,2020-3
Sinobatis stenosoma,Narrow Legskate,DD,LC,N,2020-3
Somniosus microcephalus,Greenland Shark,NT,VU,N,2020-3
Somniosus rostratus,Little Sleeper Shark,DD,LC,N,2020-3
Sphyrna corona,Scalloped Bonnethead,NT,CR,N,2020-3
Sphyrna media,Scoophead Shark,DD,CR,N,2020-3
Sphyrna tiburo,Bonnethead Shark,LC,EN,N,2020-3
Sphyrna tudes,Smalleye Hammerhead,VU,CR,N,2020-3
Springeria folirostris,Leafnose Legskate,DD,LC,N,2020-3
Springeria longirostris,Longnose Legskate,DD,LC,N,2020-3
Squalus cubensis,Cuban Dogfish,DD,LC,N,2020-3
Squalus hemipinnis,Indonesian Shortnose Spurdog,NT,VU,G,2020-3
Squalus japonicus,Japanese Spurdog,DD,EN,N,2020-3
Squalus megalops,Shortnose Spurdog,DD,LC,N,2020-2
Squalus mitsukurii,Shortspine Spurdog,DD,EN,N,2020-3
Squatina armata,Chilean Angelshark,DD,CR,N,2020-3
Squatina legnota,Indonesian Angel Shark,DD,CR,N,2020-3
Squatina tergocellatoides,Ocellated Angelshark,VU,EN,N,2020-3
Sympterygia acuta,Bignose Fanskate,VU,CR,N,2020-3
Sympterygia bonapartii,Smallnose Fanskate,DD,NT,N,2020-3
Sympterygia brevicaudata,Shorttail Fanskate,DD,NT,N,2020-3
Tetronarce formosa,Taiwanese Pelagic Torpedo Ray,DD,NT,N,2020-3
Tetronarce puelcha,Argentine Torpedo,DD,CR,N,2020-3
Tetronarce tremens,Chilean Torpedo,DD,LC,N,2020-3
Torpedo andersoni,Caribbean Torpedo,DD,LC,N,2020-3
Triaenodon obesus,Whitetip Reef Shark,NT,VU,N,2020-3
Triakis maculata,Spotted Houndshark,VU,CR,N,2020-3
Triakis megalopterus,Spotted Gully Shark,NT,LC,N,2020-2
Trigonognathus kabeyai,Viper Dogfish,DD,LC,N,2020-3
Urobatis concentricus,Bullseye Round Ray,DD,LC,N,2020-3
Urobatis maculatus,Spotted Round Ray,DD,LC,N,2020-3
Urobatis tumbesensis,Tumbes Round Ray,DD,VU,N,2020-3
Urolophus aurantiacus,Oriental Stingaree,NT,VU,N,2020-3
Urotrygon aspidura,Spinytail Round Ray,DD,NT,N,2020-3
Urotrygon chilensis,Chilean Round Ray,DD,NT,N,2020-3
Urotrygon microphthalmum,Smalleye Round Ray,LC,CR,N,2020-3
Urotrygon munda,Munda Round Ray,DD,NT,N,2020-3
Urotrygon nana,Dwarf Round Ray,DD,NT,N,2020-3
Urotrygon reticulata,Reticulate Round Ray,VU,CR,N,2020-3
Urotrygon rogersi,Rogers' Round Ray,DD,NT,N,2020-3
Urotrygon venezuelae,Venezuelan Round Ray,NT,EN,N,2020-3
Zameus squamulosus,Velvet Dogfish,DD,LC,N,2020-3
Zapteryx brevirostris,Shortnose Guitarfish,VU,EN,N,2020-3
Zapteryx xyster,Southern Banded Guitarfish,DD,VU,N,2020-3
"",,,,,
BUTTERFLIES & MOTHS (Insecta: Lepidoptera),,,,,
Alaena margaritacea,Wolkberg Zulu,VU,CR,N,2020-2
Aloeides caledoni,Caledon Copper,VU,LC,N,2020-2
Aloeides egerides,Red Hill Copper,LC,VU,N,2020-2
Aloeides kaplani,Kaplan's Copper,VU,LC,N,2020-1
Aloeides lutescens,Worcester Copper,VU,EN,N,2020-3
Aloeides merces,Wakkerstroom Copper,VU,LC,N,2020-1
Aloeides rossouwi,Rossouw's Copper,VU,CR,G,2020-3
Aslauga australis,Southern Purple,VU,EN,N,2020-2
Bhutanitis mansfieldi,Mansfield's Three-tailed Swallowtail,DD,VU,N,2020-2
Capys penningtoni,Pennington's Protea,VU,CR,G,2020-3
Chrysoritis azurius,Azure Opal,VU,LC,N,2020-1
Chrysoritis oreas,Drakensberg Daisy Copper,LR/nt,LC,N,2020-2
Erikssonia acraeina,,VU,LC,N,2020-3
Lepidochrysops bacchus,Wineland Blue,LR/nt,LC,N,2020-2
Lepidochrysops balli,Ball's Blue,VU,LC,N,2020-2
Lepidochrysops jefferyi,Jeffery's Blue,VU,CR,N,2020-2
Lepidochrysops littoralis,Coastal Blue,VU,EN,N,2020-3
Lepidochrysops loewensteini,Loewenstein's Blue,VU,LC,N,2020-3
Lepidochrysops lotana,Lotana Blue,CR,EN,N,2020-2
Lepidochrysops oosthuizeni,Oosthuizen's Blue,VU,LC,N,2020-1
Lepidochrysops outeniqua,Outeniqua Blue,VU,LC,N,2020-2
Lepidochrysops poseidon,Baviaanskloof Blue,VU,LC,N,2020-1
Lepidochrysops pringlei,Pringle's Blue,VU,LC,N,2020-2
Lepidochrysops swanepoeli,Swanepoel's Blue,VU,CR,N,2020-2
Lepidochrysops titei,Tite's Blue,VU,LC,N,2020-1
Lepidochrysops wykehami,Wykeham's Blue,VU,LC,N,2020-1
Orachrysops ariadne,Karkloof Blue,VU,EN,N,2020-2
Orachrysops niobe,Brenton Blue,EN,CR,G,2020-3
Phasis pringlei,Pringle's Arrowhead,VU,LC,N,2020-1
Thestor compassbergae,Compassberg Skolly,VU,LC,N,2020-2
Thestor dryburghi,Dryburg's Skolly,VU,LC,N,2020-1
Thestor kaplani,Kaplan's Skolly,VU,CR,N,2020-2
Thestor pringlei,Pringle's Skolly,VU,LC,N,2020-1
Thestor rossouwi,Rossouw's Skolly,VU,LC,N,2020-1
Thestor stepheni,Stephen's Skolly,VU,LC,N,2020-1
Thestor strutti,Winter Skolly,VU,CR,G,2020-2
Thestor yildizae,Peninsula Skolly,VU,LC,N,2020-3
DRAGONFLIES & DAMSELFLIES (Insecta: Odonata),,,,,
Anisopleura vallei,,DD,VU,N,2020-1
Caledopteryx maculata,,LC,NT,G,2020-1
Caledopteryx sarasini,,LC,NT,G,2020-1
Ischnura ezoin,,CR,EN,N,2020-1
Isosticta spinipes,,LC,NT,N,2020-1
Lieftinckia lairdi,,VU,EN,N,2020-1
Luzonobasis glauca,,DD,VU,N,2020-1
Macromia callisto,,NT,LC,N,2020-1
Macromia euterpe,,LC,DD,N,2020-1
Megalagrion jugorum,Maui Upland Damselfly,EX,CR(PE),N,2020-1
Megalagrion oceanicum,Oceanic Hawaiian Damselfly,VU,CR,G,2020-1
Megalagrion pacificum,Pacific Hawaiian Damselfly,VU,EN,N,2020-1
Megalagrion paludicola,Kauai Bog Damselfly,NT,LC,N,2020-1
Megalagrion xanthomelas,Orangeblack Hawaiian Damselfly,VU,EN,N,2020-1
Melanesobasis maculosa,,DD,NT,N,2020-1
Nesobasis rufostigma,,DD,LC,N,2020-1
Oligoaeschna platyura,,NT,VU,N,2020-1
Onychogomphus castor,,DD,LC,N,2020-1
Prodasineura doisuthepensis,,DD,LC,N,2020-1
Prodasineura peramoena,,DD,LC,N,2020-1
Pseudagrion indicum,,DD,LC,N,2020-1
Pseudagrion samoense,,DD,VU,N,2020-1
Rhinagrion elopurae,,NT,LC,N,2020-1
Rhinocypha latimacula,,VU,EN,N,2020-1
Rhinocypha liberata,,DD,LC,N,2020-1
Rhinocypha ogasawarensis,,CR,EN,N,2020-1
Rhinocypha pelops,,LC,NT,N,2020-1
Risiocnemis serrata,,NT,LC,N,2020-1
Sarasaeschna kunigamiensis,,EN,LC,N,2020-1
Synthemis flexicauda,,DD,EN,N,2020-1
Tapeinothemis boharti,,DD,NT,N,2020-1
Tetrathemis flavescens,,DD,NT,N,2020-1
Coeliccia brachysticta,,DD,EN,N,2020-2
Ceriagrion georgifreyi,Turkish Red Damsel,VU,EN,N,2020-3
Coenagrion intermedium,Cretan Bluet,VU,EN,G,2020-3
Hemicordulia mindana,,NT,LC,N,2020-3
Hypothemis hageni,,DD,LC,N,2020-3
Metaphya elongata,,VU,NT,N,2020-3
Nehalennia speciosa,Pygmy Damselfly,NT,VU,N,2020-3
Oxygastra curtisii,Orange-spotted Emerald,NT,LC,N,2020-3
Pyrrhosoma elisabethae,Greek Red Damsel,CR,EN,N,2020-3
Synthemis campioni,,LC,NT,N,2020-3
Teinobasis ariel,,LC,VU,N,2020-3
"",,,,,
MANTISES (Insecta: Mantodea),,,,,
Ameles fasciipennis,Spined Dwarf Mantis,CR,EX,N,2020-2
"",,,,,
"CRUSTACEANS (Arthropoda: Branchiopoda, Cephalocardia, Malacostraca, Maxillopoda, Ostracoda, and Remipedia)",,,,,
Afrithelphusa afzelii,,DD,CR(PE),N,2020-3
Afrithelphusa leonensis,,DD,CR,N,2020-3
Birgus latro,Coconut Crab,DD,VU,N,2020-2
Liberonautes rubigimanus,Lobster Claw Crab,EN,VU,N,2020-3
Potamonemus sachsi,Sachs's Stream Crab,VU,EN,N,2020-3
"",,,,,
MOLLUSCS (Mollusca),,,,,
Afropomus balanoidea,,NT,EN,G,2020-2
Amphidromus cognatus,,LR/nt,EN,G,2020-3
Amplirhagada astuta,,EN,VU,N,2020-3
Amplirhagada elevata,,LR/lc,DD,N,2020-3
Aspatharia chaiziana,,LC,DD,N,2020-2
Aspatharia dahomeyensis,,LC,DD,N,2020-2
Bellamya liberiana,,CR,CR(PE),N,2020-2
Bulinus camerunensis,,EN,LC,N,2020-2
Bulinus obtusus,,VU,EN,N,2020-2
Coelatura lobensis,,VU,CR,N,2020-2
Gabbiella africana,,LC,DD,N,2020-2
Gabbiella depressa,,CR,CR(PE),N,2020-2
Gabbiella neothaumaeformis,,CR,CR(PE),N,2020-2
Galatea tenuicula,,DD,LC,N,2020-2
Hydrobia guyenoti,,EN,NT,N,2020-2
Hydrobia lineata,,DD,LC,N,2020-2
Melanoides voltae,,LC,CR,N,2020-2
Mutela franci,,VU,EN,G,2020-2
Mutela joubini,,LC,EN,N,2020-2
Pettancylus eburnensis,,DD,LC,N,2020-2
Potadoma angulata,,EN,CR,N,2020-2
Potadoma bicarinata,,LC,CR,G,2020-2
Potadoma buttikoferi,,DD,CR,N,2020-2
Potadoma freethi,,LC,NT,G,2020-2
Potadoma kadeii,,CR,CR(PE),N,2020-2
Potadoma riperti,,DD,CR,N,2020-2
Potadoma togoensis,,DD,CR,N,2020-2
Potadoma vogeli,,VU,EN,N,2020-2
Pseudocleopatra togoensis,,LC,CR,G,2020-2
Pseudocleopatra voltana,,DD,EN,N,2020-2
Saulea vitrea,,DD,VU,N,2020-2
Sierraia expansilabrum,,VU,EN,G,2020-2
Sierraia leonensis,,VU,NT,N,2020-2
Soapitia dageti,,CR,CR(PE),N,2020-2
Theliderma intermedia,Cumberland Monkey-face Pearly Mussel,CR,EN,N,2020-3
"",,,,,
FLOWERING PLANTS (Liliopsida and Magnoliopsida),,,,,
Abarema callejasii,Inga Edionda,VU,NT,N,2020-2
Abarema josephi,GuayacÃ¡n,VU,NT,N,2020-2
Abarema lehmannii,,VU,LC,N,2020-2
